datapoints	percentage	call	xmin	xmax	xmean	bmin	bmax	bmean
3200	0.84	bio-xtal	2.08	11.89	2.71	-18.66	-6.34	-8.14
3200	95.34	same	2.08	11.89	2.71	-18.66	-6.34	-8.14
3200	4.66	different	2.08	11.89	2.71	-18.66	-6.34	-8.14
3400	46.21	xtal-xtal	2.04	11.89	2.67	-18.66	-6.22	-8.03
3400	49.12	bio-bio	2.04	11.89	2.67	-18.66	-6.22	-8.03
3400	3.79	xtal-bio	2.04	11.89	2.67	-18.66	-6.22	-8.03
3400	0.88	bio-xtal	2.04	11.89	2.67	-18.66	-6.22	-8.03
3400	95.32	same	2.04	11.89	2.67	-18.66	-6.22	-8.03
3400	4.68	different	2.04	11.89	2.67	-18.66	-6.22	-8.03
3600	46.28	xtal-xtal	2.00	11.89	2.64	-18.66	-6.10	-7.93
3600	49.06	bio-bio	2.00	11.89	2.64	-18.66	-6.10	-7.93
3600	3.72	xtal-bio	2.00	11.89	2.64	-18.66	-6.10	-7.93
3600	0.94	bio-xtal	2.00	11.89	2.64	-18.66	-6.10	-7.93
3600	95.33	same	2.00	11.89	2.64	-18.66	-6.10	-7.93
3600	4.67	different	2.00	11.89	2.64	-18.66	-6.10	-7.93
3800	46.34	xtal-xtal	1.96	11.89	2.60	-18.66	-5.97	-7.83
3800	49.05	bio-bio	1.96	11.89	2.60	-18.66	-5.97	-7.83
3800	3.66	xtal-bio	1.96	11.89	2.60	-18.66	-5.97	-7.83
3800	0.95	bio-xtal	1.96	11.89	2.60	-18.66	-5.97	-7.83
3800	95.39	same	1.96	11.89	2.60	-18.66	-5.97	-7.83
3800	4.61	different	1.96	11.89	2.60	-18.66	-5.97	-7.83
4000	46.38	xtal-xtal	1.91	11.89	2.57	-18.66	-5.87	-7.73
4000	49.02	bio-bio	1.91	11.89	2.57	-18.66	-5.87	-7.73
4000	3.62	xtal-bio	1.91	11.89	2.57	-18.66	-5.87	-7.73
4000	0.97	bio-xtal	1.91	11.89	2.57	-18.66	-5.87	-7.73
4000	95.40	same	1.91	11.89	2.57	-18.66	-5.87	-7.73
4000	4.60	different	1.91	11.89	2.57	-18.66	-5.87	-7.73
4200	46.36	xtal-xtal	1.87	11.89	2.54	-18.66	-5.79	-7.64
4200	48.98	bio-bio	1.87	11.89	2.54	-18.66	-5.79	-7.64
4200	3.64	xtal-bio	1.87	11.89	2.54	-18.66	-5.79	-7.64
4200	1.02	bio-xtal	1.87	11.89	2.54	-18.66	-5.79	-7.64
4200	95.33	same	1.87	11.89	2.54	-18.66	-5.79	-7.64
4200	4.67	different	1.87	11.89	2.54	-18.66	-5.79	-7.64
4400	46.41	xtal-xtal	1.82	11.89	2.51	-18.66	-5.71	-7.56
4400	48.95	bio-bio	1.82	11.89	2.51	-18.66	-5.71	-7.56
4400	3.59	xtal-bio	1.82	11.89	2.51	-18.66	-5.71	-7.56
4400	1.05	bio-xtal	1.82	11.89	2.51	-18.66	-5.71	-7.56
4400	95.36	same	1.82	11.89	2.51	-18.66	-5.71	-7.56
4400	4.64	different	1.82	11.89	2.51	-18.66	-5.71	-7.56
4600	46.43	xtal-xtal	1.78	11.89	2.47	-18.66	-5.62	-7.47
4600	48.96	bio-bio	1.78	11.89	2.47	-18.66	-5.62	-7.47
4600	3.57	xtal-bio	1.78	11.89	2.47	-18.66	-5.62	-7.47
4600	1.04	bio-xtal	1.78	11.89	2.47	-18.66	-5.62	-7.47
4600	95.39	same	1.78	11.89	2.47	-18.66	-5.62	-7.47
4600	4.61	different	1.78	11.89	2.47	-18.66	-5.62	-7.47
4800	46.46	xtal-xtal	1.74	11.89	2.44	-18.66	-5.54	-7.39
4800	48.85	bio-bio	1.74	11.89	2.44	-18.66	-5.54	-7.39
4800	3.54	xtal-bio	1.74	11.89	2.44	-18.66	-5.54	-7.39
4800	1.15	bio-xtal	1.74	11.89	2.44	-18.66	-5.54	-7.39
4800	95.31	same	1.74	11.89	2.44	-18.66	-5.54	-7.39
4800	4.69	different	1.74	11.89	2.44	-18.66	-5.54	-7.39
5000	46.52	xtal-xtal	1.71	11.89	2.42	-18.66	-5.47	-7.32
5000	48.78	bio-bio	1.71	11.89	2.42	-18.66	-5.47	-7.32
5000	3.48	xtal-bio	1.71	11.89	2.42	-18.66	-5.47	-7.32
5000	1.22	bio-xtal	1.71	11.89	2.42	-18.66	-5.47	-7.32
5000	95.30	same	1.71	11.89	2.42	-18.66	-5.47	-7.32
5000	4.70	different	1.71	11.89	2.42	-18.66	-5.47	-7.32
5200	46.56	xtal-xtal	1.67	11.89	2.39	-18.66	-5.39	-7.25
5200	48.79	bio-bio	1.67	11.89	2.39	-18.66	-5.39	-7.25
5200	3.44	xtal-bio	1.67	11.89	2.39	-18.66	-5.39	-7.25
5200	1.21	bio-xtal	1.67	11.89	2.39	-18.66	-5.39	-7.25
5200	95.35	same	1.67	11.89	2.39	-18.66	-5.39	-7.25
5200	4.65	different	1.67	11.89	2.39	-18.66	-5.39	-7.25
5400	46.54	xtal-xtal	1.63	11.89	2.36	-18.66	-5.32	-7.18
5400	48.76	bio-bio	1.63	11.89	2.36	-18.66	-5.32	-7.18
5400	3.46	xtal-bio	1.63	11.89	2.36	-18.66	-5.32	-7.18
5400	1.24	bio-xtal	1.63	11.89	2.36	-18.66	-5.32	-7.18
5400	95.30	same	1.63	11.89	2.36	-18.66	-5.32	-7.18
5400	4.70	different	1.63	11.89	2.36	-18.66	-5.32	-7.18
5600	46.54	xtal-xtal	1.60	11.89	2.33	-18.66	-5.26	-7.11
5600	48.77	bio-bio	1.60	11.89	2.33	-18.66	-5.26	-7.11
5600	3.46	xtal-bio	1.60	11.89	2.33	-18.66	-5.26	-7.11
5600	1.23	bio-xtal	1.60	11.89	2.33	-18.66	-5.26	-7.11
5600	95.30	same	1.60	11.89	2.33	-18.66	-5.26	-7.11
5600	4.70	different	1.60	11.89	2.33	-18.66	-5.26	-7.11
5800	46.50	xtal-xtal	1.56	11.89	2.31	-18.66	-5.19	-7.04
5800	48.76	bio-bio	1.56	11.89	2.31	-18.66	-5.19	-7.04
5800	3.50	xtal-bio	1.56	11.89	2.31	-18.66	-5.19	-7.04
5800	1.24	bio-xtal	1.56	11.89	2.31	-18.66	-5.19	-7.04
5800	95.26	same	1.56	11.89	2.31	-18.66	-5.19	-7.04
5800	4.74	different	1.56	11.89	2.31	-18.66	-5.19	-7.04
6000	46.50	xtal-xtal	1.53	11.89	2.28	-18.66	-5.12	-6.98
6000	48.75	bio-bio	1.53	11.89	2.28	-18.66	-5.12	-6.98
6000	3.50	xtal-bio	1.53	11.89	2.28	-18.66	-5.12	-6.98
6000	1.25	bio-xtal	1.53	11.89	2.28	-18.66	-5.12	-6.98
6000	95.25	same	1.53	11.89	2.28	-18.66	-5.12	-6.98
6000	4.75	different	1.53	11.89	2.28	-18.66	-5.12	-6.98
6200	46.42	xtal-xtal	1.49	11.89	2.26	-18.66	-5.05	-6.92
6200	48.63	bio-bio	1.49	11.89	2.26	-18.66	-5.05	-6.92
6200	3.58	xtal-bio	1.49	11.89	2.26	-18.66	-5.05	-6.92
6200	1.37	bio-xtal	1.49	11.89	2.26	-18.66	-5.05	-6.92
6200	95.05	same	1.49	11.89	2.26	-18.66	-5.05	-6.92
6200	4.95	different	1.49	11.89	2.26	-18.66	-5.05	-6.92
6400	46.38	xtal-xtal	1.46	11.89	2.23	-18.66	-4.99	-6.86
6400	48.64	bio-bio	1.46	11.89	2.23	-18.66	-4.99	-6.86
6400	3.62	xtal-bio	1.46	11.89	2.23	-18.66	-4.99	-6.86
6400	1.36	bio-xtal	1.46	11.89	2.23	-18.66	-4.99	-6.86
6400	95.02	same	1.46	11.89	2.23	-18.66	-4.99	-6.86
6400	4.98	different	1.46	11.89	2.23	-18.66	-4.99	-6.86
6600	46.41	xtal-xtal	1.43	11.89	2.21	-18.66	-4.95	-6.80
6600	48.62	bio-bio	1.43	11.89	2.21	-18.66	-4.95	-6.80
6600	3.59	xtal-bio	1.43	11.89	2.21	-18.66	-4.95	-6.80
6600	1.38	bio-xtal	1.43	11.89	2.21	-18.66	-4.95	-6.80
6600	95.03	same	1.43	11.89	2.21	-18.66	-4.95	-6.80
6600	4.97	different	1.43	11.89	2.21	-18.66	-4.95	-6.80
6800	46.43	xtal-xtal	1.40	11.89	2.19	-18.66	-4.89	-6.75
6800	48.62	bio-bio	1.40	11.89	2.19	-18.66	-4.89	-6.75
6800	3.57	xtal-bio	1.40	11.89	2.19	-18.66	-4.89	-6.75
6800	1.38	bio-xtal	1.40	11.89	2.19	-18.66	-4.89	-6.75
6800	95.04	same	1.40	11.89	2.19	-18.66	-4.89	-6.75
6800	4.96	different	1.40	11.89	2.19	-18.66	-4.89	-6.75
7000	46.46	xtal-xtal	1.37	11.89	2.16	-18.66	-4.84	-6.69
7000	48.56	bio-bio	1.37	11.89	2.16	-18.66	-4.84	-6.69
7000	3.54	xtal-bio	1.37	11.89	2.16	-18.66	-4.84	-6.69
7000	1.44	bio-xtal	1.37	11.89	2.16	-18.66	-4.84	-6.69
7000	95.01	same	1.37	11.89	2.16	-18.66	-4.84	-6.69
7000	4.99	different	1.37	11.89	2.16	-18.66	-4.84	-6.69
7200	46.53	xtal-xtal	1.35	11.89	2.14	-18.66	-4.80	-6.64
7200	48.53	bio-bio	1.35	11.89	2.14	-18.66	-4.80	-6.64
7200	3.47	xtal-bio	1.35	11.89	2.14	-18.66	-4.80	-6.64
7200	1.47	bio-xtal	1.35	11.89	2.14	-18.66	-4.80	-6.64
7200	95.06	same	1.35	11.89	2.14	-18.66	-4.80	-6.64
7200	4.94	different	1.35	11.89	2.14	-18.66	-4.80	-6.64
7400	46.59	xtal-xtal	1.33	11.89	2.12	-18.66	-4.74	-6.59
7400	48.53	bio-bio	1.33	11.89	2.12	-18.66	-4.74	-6.59
7400	3.41	xtal-bio	1.33	11.89	2.12	-18.66	-4.74	-6.59
7400	1.47	bio-xtal	1.33	11.89	2.12	-18.66	-4.74	-6.59
7400	95.12	same	1.33	11.89	2.12	-18.66	-4.74	-6.59
7400	4.88	different	1.33	11.89	2.12	-18.66	-4.74	-6.59
7600	46.57	xtal-xtal	1.30	11.89	2.10	-18.66	-4.71	-6.54
7600	48.51	bio-bio	1.30	11.89	2.10	-18.66	-4.71	-6.54
7600	3.43	xtal-bio	1.30	11.89	2.10	-18.66	-4.71	-6.54
7600	1.49	bio-xtal	1.30	11.89	2.10	-18.66	-4.71	-6.54
7600	95.08	same	1.30	11.89	2.10	-18.66	-4.71	-6.54
7600	4.92	different	1.30	11.89	2.10	-18.66	-4.71	-6.54
7800	46.54	xtal-xtal	1.29	11.89	2.08	-18.66	-4.65	-6.49
7800	48.50	bio-bio	1.29	11.89	2.08	-18.66	-4.65	-6.49
7800	3.46	xtal-bio	1.29	11.89	2.08	-18.66	-4.65	-6.49
7800	1.50	bio-xtal	1.29	11.89	2.08	-18.66	-4.65	-6.49
7800	95.04	same	1.29	11.89	2.08	-18.66	-4.65	-6.49
7800	4.96	different	1.29	11.89	2.08	-18.66	-4.65	-6.49
8000	46.56	xtal-xtal	1.26	11.89	2.06	-18.66	-4.61	-6.45
8000	48.51	bio-bio	1.26	11.89	2.06	-18.66	-4.61	-6.45
8000	3.44	xtal-bio	1.26	11.89	2.06	-18.66	-4.61	-6.45
8000	1.49	bio-xtal	1.26	11.89	2.06	-18.66	-4.61	-6.45
8000	95.08	same	1.26	11.89	2.06	-18.66	-4.61	-6.45
8000	4.92	different	1.26	11.89	2.06	-18.66	-4.61	-6.45
8200	46.60	xtal-xtal	1.24	11.89	2.04	-18.66	-4.56	-6.40
8200	48.51	bio-bio	1.24	11.89	2.04	-18.66	-4.56	-6.40
8200	3.40	xtal-bio	1.24	11.89	2.04	-18.66	-4.56	-6.40
8200	1.49	bio-xtal	1.24	11.89	2.04	-18.66	-4.56	-6.40
8200	95.11	same	1.24	11.89	2.04	-18.66	-4.56	-6.40
8200	4.89	different	1.24	11.89	2.04	-18.66	-4.56	-6.40
8400	46.56	xtal-xtal	1.21	11.89	2.02	-18.66	-4.52	-6.36
8400	48.51	bio-bio	1.21	11.89	2.02	-18.66	-4.52	-6.36
8400	3.44	xtal-bio	1.21	11.89	2.02	-18.66	-4.52	-6.36
8400	1.49	bio-xtal	1.21	11.89	2.02	-18.66	-4.52	-6.36
8400	95.07	same	1.21	11.89	2.02	-18.66	-4.52	-6.36
8400	4.93	different	1.21	11.89	2.02	-18.66	-4.52	-6.36
8600	46.58	xtal-xtal	1.19	11.89	2.00	-18.66	-4.48	-6.31
8600	48.50	bio-bio	1.19	11.89	2.00	-18.66	-4.48	-6.31
8600	3.42	xtal-bio	1.19	11.89	2.00	-18.66	-4.48	-6.31
8600	1.50	bio-xtal	1.19	11.89	2.00	-18.66	-4.48	-6.31
8600	95.08	same	1.19	11.89	2.00	-18.66	-4.48	-6.31
8600	4.92	different	1.19	11.89	2.00	-18.66	-4.48	-6.31
8800	46.61	xtal-xtal	1.17	11.89	1.98	-18.66	-4.44	-6.27
8800	48.50	bio-bio	1.17	11.89	1.98	-18.66	-4.44	-6.27
8800	3.39	xtal-bio	1.17	11.89	1.98	-18.66	-4.44	-6.27
8800	1.50	bio-xtal	1.17	11.89	1.98	-18.66	-4.44	-6.27
8800	95.11	same	1.17	11.89	1.98	-18.66	-4.44	-6.27
8800	4.89	different	1.17	11.89	1.98	-18.66	-4.44	-6.27
9000	46.64	xtal-xtal	1.15	11.89	1.96	-18.66	-4.41	-6.23
9000	48.50	bio-bio	1.15	11.89	1.96	-18.66	-4.41	-6.23
9000	3.36	xtal-bio	1.15	11.89	1.96	-18.66	-4.41	-6.23
9000	1.50	bio-xtal	1.15	11.89	1.96	-18.66	-4.41	-6.23
9000	95.14	same	1.15	11.89	1.96	-18.66	-4.41	-6.23
9000	4.86	different	1.15	11.89	1.96	-18.66	-4.41	-6.23
9200	46.64	xtal-xtal	1.13	11.89	1.94	-18.66	-4.37	-6.19
9200	48.51	bio-bio	1.13	11.89	1.94	-18.66	-4.37	-6.19
9200	3.36	xtal-bio	1.13	11.89	1.94	-18.66	-4.37	-6.19
9200	1.49	bio-xtal	1.13	11.89	1.94	-18.66	-4.37	-6.19
9200	95.15	same	1.13	11.89	1.94	-18.66	-4.37	-6.19
9200	4.85	different	1.13	11.89	1.94	-18.66	-4.37	-6.19
9400	46.60	xtal-xtal	1.11	11.89	1.93	-18.66	-4.33	-6.15
9400	48.52	bio-bio	1.11	11.89	1.93	-18.66	-4.33	-6.15
9400	3.40	xtal-bio	1.11	11.89	1.93	-18.66	-4.33	-6.15
9400	1.48	bio-xtal	1.11	11.89	1.93	-18.66	-4.33	-6.15
9400	95.12	same	1.11	11.89	1.93	-18.66	-4.33	-6.15
9400	4.88	different	1.11	11.89	1.93	-18.66	-4.33	-6.15
9600	46.59	xtal-xtal	1.09	11.89	1.91	-18.66	-4.30	-6.11
9600	48.51	bio-bio	1.09	11.89	1.91	-18.66	-4.30	-6.11
9600	3.41	xtal-bio	1.09	11.89	1.91	-18.66	-4.30	-6.11
9600	1.49	bio-xtal	1.09	11.89	1.91	-18.66	-4.30	-6.11
9600	95.10	same	1.09	11.89	1.91	-18.66	-4.30	-6.11
9600	4.90	different	1.09	11.89	1.91	-18.66	-4.30	-6.11
9800	46.57	xtal-xtal	1.07	11.89	1.89	-18.66	-4.26	-6.08
9800	48.51	bio-bio	1.07	11.89	1.89	-18.66	-4.26	-6.08
9800	3.43	xtal-bio	1.07	11.89	1.89	-18.66	-4.26	-6.08
9800	1.49	bio-xtal	1.07	11.89	1.89	-18.66	-4.26	-6.08
9800	95.08	same	1.07	11.89	1.89	-18.66	-4.26	-6.08
9800	4.92	different	1.07	11.89	1.89	-18.66	-4.26	-6.08
10000	46.57	xtal-xtal	1.05	11.89	1.88	-18.66	-4.23	-6.04
10000	48.48	bio-bio	1.05	11.89	1.88	-18.66	-4.23	-6.04
10000	3.43	xtal-bio	1.05	11.89	1.88	-18.66	-4.23	-6.04
10000	1.52	bio-xtal	1.05	11.89	1.88	-18.66	-4.23	-6.04
10000	95.05	same	1.05	11.89	1.88	-18.66	-4.23	-6.04
10000	4.95	different	1.05	11.89	1.88	-18.66	-4.23	-6.04
10200	46.52	xtal-xtal	1.03	11.89	1.86	-18.66	-4.19	-6.00
10200	48.49	bio-bio	1.03	11.89	1.86	-18.66	-4.19	-6.00
10200	3.48	xtal-bio	1.03	11.89	1.86	-18.66	-4.19	-6.00
10200	1.51	bio-xtal	1.03	11.89	1.86	-18.66	-4.19	-6.00
10200	95.01	same	1.03	11.89	1.86	-18.66	-4.19	-6.00
10200	4.99	different	1.03	11.89	1.86	-18.66	-4.19	-6.00
10400	46.48	xtal-xtal	1.01	11.89	1.84	-18.66	-4.17	-5.97
10400	48.51	bio-bio	1.01	11.89	1.84	-18.66	-4.17	-5.97
10400	3.52	xtal-bio	1.01	11.89	1.84	-18.66	-4.17	-5.97
10400	1.49	bio-xtal	1.01	11.89	1.84	-18.66	-4.17	-5.97
10400	94.99	same	1.01	11.89	1.84	-18.66	-4.17	-5.97
10400	5.01	different	1.01	11.89	1.84	-18.66	-4.17	-5.97
10600	46.50	xtal-xtal	0.99	11.89	1.83	-18.66	-4.13	-5.93
10600	48.48	bio-bio	0.99	11.89	1.83	-18.66	-4.13	-5.93
10600	3.50	xtal-bio	0.99	11.89	1.83	-18.66	-4.13	-5.93
10600	1.52	bio-xtal	0.99	11.89	1.83	-18.66	-4.13	-5.93
10600	94.98	same	0.99	11.89	1.83	-18.66	-4.13	-5.93
10600	5.02	different	0.99	11.89	1.83	-18.66	-4.13	-5.93
10800	46.48	xtal-xtal	0.97	11.89	1.81	-18.66	-4.10	-5.90
10800	48.46	bio-bio	0.97	11.89	1.81	-18.66	-4.10	-5.90
10800	3.52	xtal-bio	0.97	11.89	1.81	-18.66	-4.10	-5.90
10800	1.54	bio-xtal	0.97	11.89	1.81	-18.66	-4.10	-5.90
10800	94.94	same	0.97	11.89	1.81	-18.66	-4.10	-5.90
10800	5.06	different	0.97	11.89	1.81	-18.66	-4.10	-5.90
11000	46.48	xtal-xtal	0.95	11.89	1.80	-18.66	-4.07	-5.87
11000	48.43	bio-bio	0.95	11.89	1.80	-18.66	-4.07	-5.87
11000	3.52	xtal-bio	0.95	11.89	1.80	-18.66	-4.07	-5.87
11000	1.57	bio-xtal	0.95	11.89	1.80	-18.66	-4.07	-5.87
11000	94.91	same	0.95	11.89	1.80	-18.66	-4.07	-5.87
11000	5.09	different	0.95	11.89	1.80	-18.66	-4.07	-5.87
11200	46.46	xtal-xtal	0.93	11.89	1.78	-18.66	-4.04	-5.84
11200	48.41	bio-bio	0.93	11.89	1.78	-18.66	-4.04	-5.84
11200	3.54	xtal-bio	0.93	11.89	1.78	-18.66	-4.04	-5.84
11200	1.59	bio-xtal	0.93	11.89	1.78	-18.66	-4.04	-5.84
11200	94.88	same	0.93	11.89	1.78	-18.66	-4.04	-5.84
11200	5.12	different	0.93	11.89	1.78	-18.66	-4.04	-5.84
11400	46.38	xtal-xtal	0.91	11.89	1.77	-18.66	-4.01	-5.80
11400	48.40	bio-bio	0.91	11.89	1.77	-18.66	-4.01	-5.80
11400	3.62	xtal-bio	0.91	11.89	1.77	-18.66	-4.01	-5.80
11400	1.60	bio-xtal	0.91	11.89	1.77	-18.66	-4.01	-5.80
11400	94.78	same	0.91	11.89	1.77	-18.66	-4.01	-5.80
11400	5.22	different	0.91	11.89	1.77	-18.66	-4.01	-5.80
11600	46.35	xtal-xtal	0.89	11.89	1.75	-18.66	-3.98	-5.77
11600	48.41	bio-bio	0.89	11.89	1.75	-18.66	-3.98	-5.77
11600	3.65	xtal-bio	0.89	11.89	1.75	-18.66	-3.98	-5.77
11600	1.59	bio-xtal	0.89	11.89	1.75	-18.66	-3.98	-5.77
11600	94.77	same	0.89	11.89	1.75	-18.66	-3.98	-5.77
11600	5.23	different	0.89	11.89	1.75	-18.66	-3.98	-5.77
11800	46.32	xtal-xtal	0.87	11.89	1.74	-18.66	-3.95	-5.74
11800	48.40	bio-bio	0.87	11.89	1.74	-18.66	-3.95	-5.74
11800	3.68	xtal-bio	0.87	11.89	1.74	-18.66	-3.95	-5.74
11800	1.60	bio-xtal	0.87	11.89	1.74	-18.66	-3.95	-5.74
11800	94.72	same	0.87	11.89	1.74	-18.66	-3.95	-5.74
11800	5.28	different	0.87	11.89	1.74	-18.66	-3.95	-5.74
