datapoints	percentage	call	xmin	xmax	xmean	bmin	bmax	bmean
1800	19.50	bio-xtal	-9.58	-2.52	-5.25	-2.00	2.62	-0.17
1800	78.50	same	-9.58	-2.52	-5.25	-2.00	2.62	-0.17
1800	21.50	different	-9.58	-2.52	-5.25	-2.00	2.62	-0.17
2000	33.50	xtal-xtal	-10.01	1.12	-4.70	-1.92	2.28	0.05
2000	49.50	bio-bio	-10.01	1.12	-4.70	-1.92	2.28	0.05
2000	9.00	xtal-bio	-10.01	1.12	-4.70	-1.92	2.28	0.05
2000	8.00	bio-xtal	-10.01	1.12	-4.70	-1.92	2.28	0.05
2000	83.00	same	-10.01	1.12	-4.70	-1.92	2.28	0.05
2000	17.00	different	-10.01	1.12	-4.70	-1.92	2.28	0.05
2200	32.00	xtal-xtal	-11.58	1.20	-5.22	-2.20	3.07	-0.01
2200	47.00	bio-bio	-11.58	1.20	-5.22	-2.20	3.07	-0.01
2200	10.50	xtal-bio	-11.58	1.20	-5.22	-2.20	3.07	-0.01
2200	10.50	bio-xtal	-11.58	1.20	-5.22	-2.20	3.07	-0.01
2200	79.00	same	-11.58	1.20	-5.22	-2.20	3.07	-0.01
2200	21.00	different	-11.58	1.20	-5.22	-2.20	3.07	-0.01
2400	39.00	xtal-xtal	-18.66	1.65	-6.07	-2.04	3.74	0.33
2400	53.00	bio-bio	-18.66	1.65	-6.07	-2.04	3.74	0.33
2400	2.50	xtal-bio	-18.66	1.65	-6.07	-2.04	3.74	0.33
2400	5.50	bio-xtal	-18.66	1.65	-6.07	-2.04	3.74	0.33
2400	92.00	same	-18.66	1.65	-6.07	-2.04	3.74	0.33
2400	8.00	different	-18.66	1.65	-6.07	-2.04	3.74	0.33
2600	37.50	xtal-xtal	-10.75	-0.80	-6.03	-2.32	2.57	0.04
2600	53.50	bio-bio	-10.75	-0.80	-6.03	-2.32	2.57	0.04
2600	1.50	xtal-bio	-10.75	-0.80	-6.03	-2.32	2.57	0.04
2600	7.50	bio-xtal	-10.75	-0.80	-6.03	-2.32	2.57	0.04
2600	91.00	same	-10.75	-0.80	-6.03	-2.32	2.57	0.04
2600	9.00	different	-10.75	-0.80	-6.03	-2.32	2.57	0.04
2800	35.50	xtal-xtal	-10.93	-0.66	-5.74	-2.07	2.98	0.16
2800	53.00	bio-bio	-10.93	-0.66	-5.74	-2.07	2.98	0.16
2800	3.00	xtal-bio	-10.93	-0.66	-5.74	-2.07	2.98	0.16
2800	8.50	bio-xtal	-10.93	-0.66	-5.74	-2.07	2.98	0.16
2800	88.50	same	-10.93	-0.66	-5.74	-2.07	2.98	0.16
2800	11.50	different	-10.93	-0.66	-5.74	-2.07	2.98	0.16
3000	34.50	xtal-xtal	-10.11	0.59	-5.32	-2.53	2.41	0.23
3000	49.00	bio-bio	-10.11	0.59	-5.32	-2.53	2.41	0.23
3000	7.50	xtal-bio	-10.11	0.59	-5.32	-2.53	2.41	0.23
3000	9.00	bio-xtal	-10.11	0.59	-5.32	-2.53	2.41	0.23
3000	83.50	same	-10.11	0.59	-5.32	-2.53	2.41	0.23
3000	16.50	different	-10.11	0.59	-5.32	-2.53	2.41	0.23
3200	34.00	xtal-xtal	-10.22	-1.72	-5.64	-2.17	2.94	0.06
3200	53.00	bio-bio	-10.22	-1.72	-5.64	-2.17	2.94	0.06
3200	3.50	xtal-bio	-10.22	-1.72	-5.64	-2.17	2.94	0.06
3200	9.50	bio-xtal	-10.22	-1.72	-5.64	-2.17	2.94	0.06
3200	87.00	same	-10.22	-1.72	-5.64	-2.17	2.94	0.06
3200	13.00	different	-10.22	-1.72	-5.64	-2.17	2.94	0.06
3400	38.50	xtal-xtal	-13.03	0.54	-5.67	-1.87	3.10	0.25
3400	53.00	bio-bio	-13.03	0.54	-5.67	-1.87	3.10	0.25
3400	2.00	xtal-bio	-13.03	0.54	-5.67	-1.87	3.10	0.25
3400	6.50	bio-xtal	-13.03	0.54	-5.67	-1.87	3.10	0.25
3400	91.50	same	-13.03	0.54	-5.67	-1.87	3.10	0.25
3400	8.50	different	-13.03	0.54	-5.67	-1.87	3.10	0.25
3600	32.00	xtal-xtal	-9.66	0.45	-6.29	-2.38	2.48	-0.05
3600	55.00	bio-bio	-9.66	0.45	-6.29	-2.38	2.48	-0.05
3600	5.50	xtal-bio	-9.66	0.45	-6.29	-2.38	2.48	-0.05
3600	7.50	bio-xtal	-9.66	0.45	-6.29	-2.38	2.48	-0.05
3600	87.00	same	-9.66	0.45	-6.29	-2.38	2.48	-0.05
3600	13.00	different	-9.66	0.45	-6.29	-2.38	2.48	-0.05
3800	34.50	xtal-xtal	-11.60	0.45	-6.99	-1.94	3.06	0.08
3800	55.50	bio-bio	-11.60	0.45	-6.99	-1.94	3.06	0.08
3800	3.50	xtal-bio	-11.60	0.45	-6.99	-1.94	3.06	0.08
3800	6.50	bio-xtal	-11.60	0.45	-6.99	-1.94	3.06	0.08
3800	90.00	same	-11.60	0.45	-6.99	-1.94	3.06	0.08
3800	10.00	different	-11.60	0.45	-6.99	-1.94	3.06	0.08
4000	32.50	xtal-xtal	-9.55	0.89	-5.45	-2.05	3.42	0.07
4000	56.50	bio-bio	-9.55	0.89	-5.45	-2.05	3.42	0.07
4000	3.00	xtal-bio	-9.55	0.89	-5.45	-2.05	3.42	0.07
4000	8.00	bio-xtal	-9.55	0.89	-5.45	-2.05	3.42	0.07
4000	89.00	same	-9.55	0.89	-5.45	-2.05	3.42	0.07
4000	11.00	different	-9.55	0.89	-5.45	-2.05	3.42	0.07
4200	36.50	xtal-xtal	-10.71	1.02	-5.15	-2.52	3.00	0.26
4200	51.00	bio-bio	-10.71	1.02	-5.15	-2.52	3.00	0.26
4200	3.00	xtal-bio	-10.71	1.02	-5.15	-2.52	3.00	0.26
4200	9.50	bio-xtal	-10.71	1.02	-5.15	-2.52	3.00	0.26
4200	87.50	same	-10.71	1.02	-5.15	-2.52	3.00	0.26
4200	12.50	different	-10.71	1.02	-5.15	-2.52	3.00	0.26
4400	38.50	xtal-xtal	-7.22	-2.27	-5.09	-2.58	2.60	0.31
4400	50.50	bio-bio	-7.22	-2.27	-5.09	-2.58	2.60	0.31
4400	2.00	xtal-bio	-7.22	-2.27	-5.09	-2.58	2.60	0.31
4400	9.00	bio-xtal	-7.22	-2.27	-5.09	-2.58	2.60	0.31
4400	89.00	same	-7.22	-2.27	-5.09	-2.58	2.60	0.31
4400	11.00	different	-7.22	-2.27	-5.09	-2.58	2.60	0.31
4600	34.50	xtal-xtal	-8.90	1.07	-4.63	-2.20	5.34	0.27
4600	52.00	bio-bio	-8.90	1.07	-4.63	-2.20	5.34	0.27
4600	3.50	xtal-bio	-8.90	1.07	-4.63	-2.20	5.34	0.27
4600	10.00	bio-xtal	-8.90	1.07	-4.63	-2.20	5.34	0.27
4600	86.50	same	-8.90	1.07	-4.63	-2.20	5.34	0.27
4600	13.50	different	-8.90	1.07	-4.63	-2.20	5.34	0.27
4800	31.50	xtal-xtal	-15.25	0.61	-4.95	-2.48	2.57	-0.06
4800	52.00	bio-bio	-15.25	0.61	-4.95	-2.48	2.57	-0.06
4800	3.50	xtal-bio	-15.25	0.61	-4.95	-2.48	2.57	-0.06
4800	13.00	bio-xtal	-15.25	0.61	-4.95	-2.48	2.57	-0.06
4800	83.50	same	-15.25	0.61	-4.95	-2.48	2.57	-0.06
4800	16.50	different	-15.25	0.61	-4.95	-2.48	2.57	-0.06
5000	31.00	xtal-xtal	-8.67	-1.89	-4.80	-2.31	3.66	0.02
5000	54.50	bio-bio	-8.67	-1.89	-4.80	-2.31	3.66	0.02
5000	4.00	xtal-bio	-8.67	-1.89	-4.80	-2.31	3.66	0.02
5000	10.50	bio-xtal	-8.67	-1.89	-4.80	-2.31	3.66	0.02
5000	85.50	same	-8.67	-1.89	-4.80	-2.31	3.66	0.02
5000	14.50	different	-8.67	-1.89	-4.80	-2.31	3.66	0.02
5200	35.50	xtal-xtal	-17.88	-0.35	-5.09	-2.85	2.88	0.07
5200	54.00	bio-bio	-17.88	-0.35	-5.09	-2.85	2.88	0.07
5200	4.50	xtal-bio	-17.88	-0.35	-5.09	-2.85	2.88	0.07
5200	6.00	bio-xtal	-17.88	-0.35	-5.09	-2.85	2.88	0.07
5200	89.50	same	-17.88	-0.35	-5.09	-2.85	2.88	0.07
5200	10.50	different	-17.88	-0.35	-5.09	-2.85	2.88	0.07
5400	34.50	xtal-xtal	-12.99	0.42	-5.31	-2.16	2.61	0.19
5400	51.50	bio-bio	-12.99	0.42	-5.31	-2.16	2.61	0.19
5400	7.00	xtal-bio	-12.99	0.42	-5.31	-2.16	2.61	0.19
5400	7.00	bio-xtal	-12.99	0.42	-5.31	-2.16	2.61	0.19
5400	86.00	same	-12.99	0.42	-5.31	-2.16	2.61	0.19
5400	14.00	different	-12.99	0.42	-5.31	-2.16	2.61	0.19
5600	35.00	xtal-xtal	-8.21	0.63	-4.44	-3.01	2.95	0.09
5600	53.50	bio-bio	-8.21	0.63	-4.44	-3.01	2.95	0.09
5600	5.00	xtal-bio	-8.21	0.63	-4.44	-3.01	2.95	0.09
5600	6.50	bio-xtal	-8.21	0.63	-4.44	-3.01	2.95	0.09
5600	88.50	same	-8.21	0.63	-4.44	-3.01	2.95	0.09
5600	11.50	different	-8.21	0.63	-4.44	-3.01	2.95	0.09
5800	38.00	xtal-xtal	-16.74	0.84	-4.79	-3.18	2.13	0.08
5800	52.50	bio-bio	-16.74	0.84	-4.79	-3.18	2.13	0.08
5800	2.00	xtal-bio	-16.74	0.84	-4.79	-3.18	2.13	0.08
5800	7.50	bio-xtal	-16.74	0.84	-4.79	-3.18	2.13	0.08
5800	90.50	same	-16.74	0.84	-4.79	-3.18	2.13	0.08
5800	9.50	different	-16.74	0.84	-4.79	-3.18	2.13	0.08
6000	34.00	xtal-xtal	-13.53	5.65	-4.01	-2.23	3.17	0.14
6000	53.50	bio-bio	-13.53	5.65	-4.01	-2.23	3.17	0.14
6000	5.50	xtal-bio	-13.53	5.65	-4.01	-2.23	3.17	0.14
6000	7.00	bio-xtal	-13.53	5.65	-4.01	-2.23	3.17	0.14
6000	87.50	same	-13.53	5.65	-4.01	-2.23	3.17	0.14
6000	12.50	different	-13.53	5.65	-4.01	-2.23	3.17	0.14
6200	32.50	xtal-xtal	-12.80	1.35	-4.78	-2.26	2.96	0.08
6200	51.00	bio-bio	-12.80	1.35	-4.78	-2.26	2.96	0.08
6200	6.50	xtal-bio	-12.80	1.35	-4.78	-2.26	2.96	0.08
6200	10.00	bio-xtal	-12.80	1.35	-4.78	-2.26	2.96	0.08
6200	83.50	same	-12.80	1.35	-4.78	-2.26	2.96	0.08
6200	16.50	different	-12.80	1.35	-4.78	-2.26	2.96	0.08
6400	34.00	xtal-xtal	-13.72	2.07	-5.67	-2.58	3.77	0.26
6400	54.50	bio-bio	-13.72	2.07	-5.67	-2.58	3.77	0.26
6400	5.00	xtal-bio	-13.72	2.07	-5.67	-2.58	3.77	0.26
6400	6.50	bio-xtal	-13.72	2.07	-5.67	-2.58	3.77	0.26
6400	88.50	same	-13.72	2.07	-5.67	-2.58	3.77	0.26
6400	11.50	different	-13.72	2.07	-5.67	-2.58	3.77	0.26
6600	32.00	xtal-xtal	-14.10	1.53	-4.40	-2.13	2.22	0.05
6600	45.00	bio-bio	-14.10	1.53	-4.40	-2.13	2.22	0.05
6600	6.50	xtal-bio	-14.10	1.53	-4.40	-2.13	2.22	0.05
6600	16.50	bio-xtal	-14.10	1.53	-4.40	-2.13	2.22	0.05
6600	77.00	same	-14.10	1.53	-4.40	-2.13	2.22	0.05
6600	23.00	different	-14.10	1.53	-4.40	-2.13	2.22	0.05
6800	36.00	xtal-xtal	-13.05	-1.09	-4.30	-2.83	2.85	0.11
6800	54.00	bio-bio	-13.05	-1.09	-4.30	-2.83	2.85	0.11
6800	2.50	xtal-bio	-13.05	-1.09	-4.30	-2.83	2.85	0.11
6800	7.50	bio-xtal	-13.05	-1.09	-4.30	-2.83	2.85	0.11
6800	90.00	same	-13.05	-1.09	-4.30	-2.83	2.85	0.11
6800	10.00	different	-13.05	-1.09	-4.30	-2.83	2.85	0.11
7000	32.00	xtal-xtal	-13.73	5.47	-3.84	-2.85	4.66	-0.07
7000	57.50	bio-bio	-13.73	5.47	-3.84	-2.85	4.66	-0.07
7000	5.50	xtal-bio	-13.73	5.47	-3.84	-2.85	4.66	-0.07
7000	5.00	bio-xtal	-13.73	5.47	-3.84	-2.85	4.66	-0.07
7000	89.50	same	-13.73	5.47	-3.84	-2.85	4.66	-0.07
7000	10.50	different	-13.73	5.47	-3.84	-2.85	4.66	-0.07
7200	36.00	xtal-xtal	-13.33	-0.08	-4.11	-2.87	3.59	0.24
7200	53.00	bio-bio	-13.33	-0.08	-4.11	-2.87	3.59	0.24
7200	6.00	xtal-bio	-13.33	-0.08	-4.11	-2.87	3.59	0.24
7200	5.00	bio-xtal	-13.33	-0.08	-4.11	-2.87	3.59	0.24
7200	89.00	same	-13.33	-0.08	-4.11	-2.87	3.59	0.24
7200	11.00	different	-13.33	-0.08	-4.11	-2.87	3.59	0.24
7400	36.50	xtal-xtal	-12.02	0.76	-4.17	-2.92	3.42	0.39
7400	56.50	bio-bio	-12.02	0.76	-4.17	-2.92	3.42	0.39
7400	3.50	xtal-bio	-12.02	0.76	-4.17	-2.92	3.42	0.39
7400	3.50	bio-xtal	-12.02	0.76	-4.17	-2.92	3.42	0.39
7400	93.00	same	-12.02	0.76	-4.17	-2.92	3.42	0.39
7400	7.00	different	-12.02	0.76	-4.17	-2.92	3.42	0.39
7600	34.50	xtal-xtal	-11.21	0.08	-3.52	-2.91	3.33	0.35
7600	47.00	bio-bio	-11.21	0.08	-3.52	-2.91	3.33	0.35
7600	11.50	xtal-bio	-11.21	0.08	-3.52	-2.91	3.33	0.35
7600	7.00	bio-xtal	-11.21	0.08	-3.52	-2.91	3.33	0.35
7600	81.50	same	-11.21	0.08	-3.52	-2.91	3.33	0.35
7600	18.50	different	-11.21	0.08	-3.52	-2.91	3.33	0.35
7800	36.50	xtal-xtal	-9.95	-0.10	-3.43	-2.84	3.81	0.39
7800	46.00	bio-bio	-9.95	-0.10	-3.43	-2.84	3.81	0.39
7800	11.50	xtal-bio	-9.95	-0.10	-3.43	-2.84	3.81	0.39
7800	6.00	bio-xtal	-9.95	-0.10	-3.43	-2.84	3.81	0.39
7800	82.50	same	-9.95	-0.10	-3.43	-2.84	3.81	0.39
7800	17.50	different	-9.95	-0.10	-3.43	-2.84	3.81	0.39
8000	32.00	xtal-xtal	-9.76	2.71	-3.30	-3.16	3.45	0.04
8000	44.50	bio-bio	-9.76	2.71	-3.30	-3.16	3.45	0.04
8000	8.00	xtal-bio	-9.76	2.71	-3.30	-3.16	3.45	0.04
8000	15.50	bio-xtal	-9.76	2.71	-3.30	-3.16	3.45	0.04
8000	76.50	same	-9.76	2.71	-3.30	-3.16	3.45	0.04
8000	23.50	different	-9.76	2.71	-3.30	-3.16	3.45	0.04
8200	33.50	xtal-xtal	-8.48	-0.38	-3.62	-3.45	2.91	0.07
8200	55.50	bio-bio	-8.48	-0.38	-3.62	-3.45	2.91	0.07
8200	6.00	xtal-bio	-8.48	-0.38	-3.62	-3.45	2.91	0.07
8200	5.00	bio-xtal	-8.48	-0.38	-3.62	-3.45	2.91	0.07
8200	89.00	same	-8.48	-0.38	-3.62	-3.45	2.91	0.07
8200	11.00	different	-8.48	-0.38	-3.62	-3.45	2.91	0.07
8400	33.00	xtal-xtal	-9.02	3.24	-3.59	-2.19	4.53	0.26
8400	53.00	bio-bio	-9.02	3.24	-3.59	-2.19	4.53	0.26
8400	7.00	xtal-bio	-9.02	3.24	-3.59	-2.19	4.53	0.26
8400	7.00	bio-xtal	-9.02	3.24	-3.59	-2.19	4.53	0.26
8400	86.00	same	-9.02	3.24	-3.59	-2.19	4.53	0.26
8400	14.00	different	-9.02	3.24	-3.59	-2.19	4.53	0.26
8600	34.00	xtal-xtal	-11.86	4.23	-3.75	-2.92	3.45	0.32
8600	54.50	bio-bio	-11.86	4.23	-3.75	-2.92	3.45	0.32
8600	7.00	xtal-bio	-11.86	4.23	-3.75	-2.92	3.45	0.32
8600	4.50	bio-xtal	-11.86	4.23	-3.75	-2.92	3.45	0.32
8600	88.50	same	-11.86	4.23	-3.75	-2.92	3.45	0.32
8600	11.50	different	-11.86	4.23	-3.75	-2.92	3.45	0.32
8800	34.50	xtal-xtal	-8.58	4.69	-3.75	-2.54	5.63	0.17
8800	51.50	bio-bio	-8.58	4.69	-3.75	-2.54	5.63	0.17
8800	9.50	xtal-bio	-8.58	4.69	-3.75	-2.54	5.63	0.17
8800	4.50	bio-xtal	-8.58	4.69	-3.75	-2.54	5.63	0.17
8800	86.00	same	-8.58	4.69	-3.75	-2.54	5.63	0.17
8800	14.00	different	-8.58	4.69	-3.75	-2.54	5.63	0.17
9000	35.50	xtal-xtal	-12.17	4.57	-3.98	-3.09	3.82	0.17
9000	56.00	bio-bio	-12.17	4.57	-3.98	-3.09	3.82	0.17
9000	6.50	xtal-bio	-12.17	4.57	-3.98	-3.09	3.82	0.17
9000	2.00	bio-xtal	-12.17	4.57	-3.98	-3.09	3.82	0.17
9000	91.50	same	-12.17	4.57	-3.98	-3.09	3.82	0.17
9000	8.50	different	-12.17	4.57	-3.98	-3.09	3.82	0.17
9200	33.00	xtal-xtal	-7.46	5.49	-4.91	-2.82	4.50	0.16
9200	56.50	bio-bio	-7.46	5.49	-4.91	-2.82	4.50	0.16
9200	5.00	xtal-bio	-7.46	5.49	-4.91	-2.82	4.50	0.16
9200	5.50	bio-xtal	-7.46	5.49	-4.91	-2.82	4.50	0.16
9200	89.50	same	-7.46	5.49	-4.91	-2.82	4.50	0.16
9200	10.50	different	-7.46	5.49	-4.91	-2.82	4.50	0.16
9400	36.50	xtal-xtal	-8.59	4.31	-4.13	-3.00	2.97	0.53
9400	52.00	bio-bio	-8.59	4.31	-4.13	-3.00	2.97	0.53
9400	6.00	xtal-bio	-8.59	4.31	-4.13	-3.00	2.97	0.53
9400	5.50	bio-xtal	-8.59	4.31	-4.13	-3.00	2.97	0.53
9400	88.50	same	-8.59	4.31	-4.13	-3.00	2.97	0.53
9400	11.50	different	-8.59	4.31	-4.13	-3.00	2.97	0.53
9600	29.00	xtal-xtal	-7.51	5.41	-3.63	-3.28	3.00	-0.10
9600	56.50	bio-bio	-7.51	5.41	-3.63	-3.28	3.00	-0.10
9600	6.50	xtal-bio	-7.51	5.41	-3.63	-3.28	3.00	-0.10
9600	8.00	bio-xtal	-7.51	5.41	-3.63	-3.28	3.00	-0.10
9600	85.50	same	-7.51	5.41	-3.63	-3.28	3.00	-0.10
9600	14.50	different	-7.51	5.41	-3.63	-3.28	3.00	-0.10
9800	37.00	xtal-xtal	-8.28	5.09	-3.26	-3.12	11.67	0.32
9800	52.00	bio-bio	-8.28	5.09	-3.26	-3.12	11.67	0.32
9800	6.50	xtal-bio	-8.28	5.09	-3.26	-3.12	11.67	0.32
9800	4.50	bio-xtal	-8.28	5.09	-3.26	-3.12	11.67	0.32
9800	89.00	same	-8.28	5.09	-3.26	-3.12	11.67	0.32
9800	11.00	different	-8.28	5.09	-3.26	-3.12	11.67	0.32
10000	33.50	xtal-xtal	-6.91	5.34	-3.52	-3.66	3.72	0.09
10000	55.00	bio-bio	-6.91	5.34	-3.52	-3.66	3.72	0.09
10000	5.50	xtal-bio	-6.91	5.34	-3.52	-3.66	3.72	0.09
10000	6.00	bio-xtal	-6.91	5.34	-3.52	-3.66	3.72	0.09
10000	88.50	same	-6.91	5.34	-3.52	-3.66	3.72	0.09
10000	11.50	different	-6.91	5.34	-3.52	-3.66	3.72	0.09
10200	37.00	xtal-xtal	-10.05	6.01	-3.41	-4.50	4.54	0.18
10200	40.50	bio-bio	-10.05	6.01	-3.41	-4.50	4.54	0.18
10200	7.00	xtal-bio	-10.05	6.01	-3.41	-4.50	4.54	0.18
10200	15.50	bio-xtal	-10.05	6.01	-3.41	-4.50	4.54	0.18
10200	77.50	same	-10.05	6.01	-3.41	-4.50	4.54	0.18
10200	22.50	different	-10.05	6.01	-3.41	-4.50	4.54	0.18
10400	34.00	xtal-xtal	-6.82	5.31	-2.85	-3.25	3.38	0.09
10400	49.50	bio-bio	-6.82	5.31	-2.85	-3.25	3.38	0.09
10400	11.00	xtal-bio	-6.82	5.31	-2.85	-3.25	3.38	0.09
10400	5.50	bio-xtal	-6.82	5.31	-2.85	-3.25	3.38	0.09
10400	83.50	same	-6.82	5.31	-2.85	-3.25	3.38	0.09
10400	16.50	different	-6.82	5.31	-2.85	-3.25	3.38	0.09
10600	37.00	xtal-xtal	-8.21	5.49	-2.87	-3.39	2.73	0.24
10600	48.00	bio-bio	-8.21	5.49	-2.87	-3.39	2.73	0.24
10600	10.00	xtal-bio	-8.21	5.49	-2.87	-3.39	2.73	0.24
10600	5.00	bio-xtal	-8.21	5.49	-2.87	-3.39	2.73	0.24
10600	85.00	same	-8.21	5.49	-2.87	-3.39	2.73	0.24
10600	15.00	different	-8.21	5.49	-2.87	-3.39	2.73	0.24
10800	40.00	xtal-xtal	-7.36	3.37	-3.27	-4.50	3.82	0.34
10800	43.50	bio-bio	-7.36	3.37	-3.27	-4.50	3.82	0.34
10800	10.00	xtal-bio	-7.36	3.37	-3.27	-4.50	3.82	0.34
10800	6.50	bio-xtal	-7.36	3.37	-3.27	-4.50	3.82	0.34
10800	83.50	same	-7.36	3.37	-3.27	-4.50	3.82	0.34
10800	16.50	different	-7.36	3.37	-3.27	-4.50	3.82	0.34
11000	31.00	xtal-xtal	-9.40	5.00	-3.42	-5.58	3.53	0.00
11000	52.00	bio-bio	-9.40	5.00	-3.42	-5.58	3.53	0.00
11000	10.00	xtal-bio	-9.40	5.00	-3.42	-5.58	3.53	0.00
11000	7.00	bio-xtal	-9.40	5.00	-3.42	-5.58	3.53	0.00
11000	83.00	same	-9.40	5.00	-3.42	-5.58	3.53	0.00
11000	17.00	different	-9.40	5.00	-3.42	-5.58	3.53	0.00
11200	32.50	xtal-xtal	-6.96	3.27	-3.83	-3.30	4.12	0.13
11200	53.00	bio-bio	-6.96	3.27	-3.83	-3.30	4.12	0.13
11200	6.50	xtal-bio	-6.96	3.27	-3.83	-3.30	4.12	0.13
11200	8.00	bio-xtal	-6.96	3.27	-3.83	-3.30	4.12	0.13
11200	85.50	same	-6.96	3.27	-3.83	-3.30	4.12	0.13
11200	14.50	different	-6.96	3.27	-3.83	-3.30	4.12	0.13
11400	36.00	xtal-xtal	-9.93	0.69	-3.93	-5.04	3.05	0.15
11400	49.00	bio-bio	-9.93	0.69	-3.93	-5.04	3.05	0.15
11400	7.00	xtal-bio	-9.93	0.69	-3.93	-5.04	3.05	0.15
11400	8.00	bio-xtal	-9.93	0.69	-3.93	-5.04	3.05	0.15
11400	85.00	same	-9.93	0.69	-3.93	-5.04	3.05	0.15
11400	15.00	different	-9.93	0.69	-3.93	-5.04	3.05	0.15
11600	32.50	xtal-xtal	-8.40	6.95	-3.72	-4.59	2.98	0.01
11600	54.50	bio-bio	-8.40	6.95	-3.72	-4.59	2.98	0.01
11600	6.50	xtal-bio	-8.40	6.95	-3.72	-4.59	2.98	0.01
11600	6.50	bio-xtal	-8.40	6.95	-3.72	-4.59	2.98	0.01
11600	87.00	same	-8.40	6.95	-3.72	-4.59	2.98	0.01
11600	13.00	different	-8.40	6.95	-3.72	-4.59	2.98	0.01
11800	33.50	xtal-xtal	-9.06	-0.19	-3.68	-6.32	3.00	-0.04
11800	50.50	bio-bio	-9.06	-0.19	-3.68	-6.32	3.00	-0.04
