datapoints	percentage	call	xmin	xmax	xmean	bmin	bmax	bmean
19000	9.79	xtal-bio	1.00	15.62	2.15	-18.66	-3.92	-5.55
19000	1.66	bio-xtal	1.00	15.62	2.15	-18.66	-3.92	-5.55
19000	88.55	same	1.00	15.62	2.15	-18.66	-3.92	-5.55
19000	11.45	different	1.00	15.62	2.15	-18.66	-3.92	-5.55
20000	40.30	xtal-xtal	0.95	15.62	2.09	-18.66	-3.84	-5.47
20000	48.28	bio-bio	0.95	15.62	2.09	-18.66	-3.84	-5.47
20000	9.70	xtal-bio	0.95	15.62	2.09	-18.66	-3.84	-5.47
20000	1.71	bio-xtal	0.95	15.62	2.09	-18.66	-3.84	-5.47
20000	88.59	same	0.95	15.62	2.09	-18.66	-3.84	-5.47
20000	11.42	different	0.95	15.62	2.09	-18.66	-3.84	-5.47
21000	40.27	xtal-xtal	0.90	15.62	2.03	-18.66	-3.78	-5.39
21000	48.29	bio-bio	0.90	15.62	2.03	-18.66	-3.78	-5.39
21000	9.73	xtal-bio	0.90	15.62	2.03	-18.66	-3.78	-5.39
21000	1.71	bio-xtal	0.90	15.62	2.03	-18.66	-3.78	-5.39
21000	88.56	same	0.90	15.62	2.03	-18.66	-3.78	-5.39
21000	11.44	different	0.90	15.62	2.03	-18.66	-3.78	-5.39
22000	40.36	xtal-xtal	0.85	15.62	1.98	-18.66	-3.73	-5.31
22000	48.17	bio-bio	0.85	15.62	1.98	-18.66	-3.73	-5.31
22000	9.64	xtal-bio	0.85	15.62	1.98	-18.66	-3.73	-5.31
22000	1.83	bio-xtal	0.85	15.62	1.98	-18.66	-3.73	-5.31
22000	88.53	same	0.85	15.62	1.98	-18.66	-3.73	-5.31
22000	11.47	different	0.85	15.62	1.98	-18.66	-3.73	-5.31
23000	40.43	xtal-xtal	0.80	15.62	1.93	-18.66	-3.67	-5.24
23000	48.15	bio-bio	0.80	15.62	1.93	-18.66	-3.67	-5.24
23000	9.57	xtal-bio	0.80	15.62	1.93	-18.66	-3.67	-5.24
23000	1.85	bio-xtal	0.80	15.62	1.93	-18.66	-3.67	-5.24
23000	88.59	same	0.80	15.62	1.93	-18.66	-3.67	-5.24
23000	11.41	different	0.80	15.62	1.93	-18.66	-3.67	-5.24
24000	40.45	xtal-xtal	0.75	15.62	1.88	-18.66	-3.61	-5.18
24000	48.14	bio-bio	0.75	15.62	1.88	-18.66	-3.61	-5.18
24000	9.55	xtal-bio	0.75	15.62	1.88	-18.66	-3.61	-5.18
24000	1.86	bio-xtal	0.75	15.62	1.88	-18.66	-3.61	-5.18
24000	88.59	same	0.75	15.62	1.88	-18.66	-3.61	-5.18
24000	11.41	different	0.75	15.62	1.88	-18.66	-3.61	-5.18
25000	40.45	xtal-xtal	0.70	15.62	1.83	-18.66	-3.55	-5.11
25000	48.08	bio-bio	0.70	15.62	1.83	-18.66	-3.55	-5.11
25000	9.55	xtal-bio	0.70	15.62	1.83	-18.66	-3.55	-5.11
25000	1.92	bio-xtal	0.70	15.62	1.83	-18.66	-3.55	-5.11
25000	88.53	same	0.70	15.62	1.83	-18.66	-3.55	-5.11
25000	11.47	different	0.70	15.62	1.83	-18.66	-3.55	-5.11
26000	40.48	xtal-xtal	0.65	15.62	1.79	-18.66	-3.50	-5.05
26000	48.04	bio-bio	0.65	15.62	1.79	-18.66	-3.50	-5.05
26000	9.52	xtal-bio	0.65	15.62	1.79	-18.66	-3.50	-5.05
26000	1.96	bio-xtal	0.65	15.62	1.79	-18.66	-3.50	-5.05
26000	88.52	same	0.65	15.62	1.79	-18.66	-3.50	-5.05
26000	11.48	different	0.65	15.62	1.79	-18.66	-3.50	-5.05
27000	40.52	xtal-xtal	0.61	15.62	1.75	-18.66	-3.45	-4.99
27000	48.01	bio-bio	0.61	15.62	1.75	-18.66	-3.45	-4.99
27000	9.48	xtal-bio	0.61	15.62	1.75	-18.66	-3.45	-4.99
27000	1.99	bio-xtal	0.61	15.62	1.75	-18.66	-3.45	-4.99
27000	88.53	same	0.61	15.62	1.75	-18.66	-3.45	-4.99
27000	11.47	different	0.61	15.62	1.75	-18.66	-3.45	-4.99
28000	40.59	xtal-xtal	0.57	15.62	1.71	-18.66	-3.40	-4.94
28000	47.94	bio-bio	0.57	15.62	1.71	-18.66	-3.40	-4.94
28000	9.41	xtal-bio	0.57	15.62	1.71	-18.66	-3.40	-4.94
28000	2.06	bio-xtal	0.57	15.62	1.71	-18.66	-3.40	-4.94
28000	88.54	same	0.57	15.62	1.71	-18.66	-3.40	-4.94
28000	11.46	different	0.57	15.62	1.71	-18.66	-3.40	-4.94
29000	40.66	xtal-xtal	0.53	15.62	1.67	-18.66	-3.34	-4.88
29000	47.89	bio-bio	0.53	15.62	1.67	-18.66	-3.34	-4.88
29000	9.34	xtal-bio	0.53	15.62	1.67	-18.66	-3.34	-4.88
29000	2.11	bio-xtal	0.53	15.62	1.67	-18.66	-3.34	-4.88
29000	88.54	same	0.53	15.62	1.67	-18.66	-3.34	-4.88
29000	11.46	different	0.53	15.62	1.67	-18.66	-3.34	-4.88
30000	40.64	xtal-xtal	0.49	15.62	1.63	-18.66	-3.30	-4.83
30000	47.84	bio-bio	0.49	15.62	1.63	-18.66	-3.30	-4.83
30000	9.36	xtal-bio	0.49	15.62	1.63	-18.66	-3.30	-4.83
30000	2.16	bio-xtal	0.49	15.62	1.63	-18.66	-3.30	-4.83
30000	88.48	same	0.49	15.62	1.63	-18.66	-3.30	-4.83
30000	11.52	different	0.49	15.62	1.63	-18.66	-3.30	-4.83
31000	40.59	xtal-xtal	0.45	15.62	1.59	-18.66	-3.25	-4.78
31000	47.76	bio-bio	0.45	15.62	1.59	-18.66	-3.25	-4.78
31000	9.41	xtal-bio	0.45	15.62	1.59	-18.66	-3.25	-4.78
31000	2.24	bio-xtal	0.45	15.62	1.59	-18.66	-3.25	-4.78
31000	88.35	same	0.45	15.62	1.59	-18.66	-3.25	-4.78
31000	11.65	different	0.45	15.62	1.59	-18.66	-3.25	-4.78
32000	40.47	xtal-xtal	0.41	15.62	1.55	-18.66	-3.20	-4.73
32000	47.72	bio-bio	0.41	15.62	1.55	-18.66	-3.20	-4.73
32000	9.53	xtal-bio	0.41	15.62	1.55	-18.66	-3.20	-4.73
32000	2.28	bio-xtal	0.41	15.62	1.55	-18.66	-3.20	-4.73
32000	88.19	same	0.41	15.62	1.55	-18.66	-3.20	-4.73
32000	11.81	different	0.41	15.62	1.55	-18.66	-3.20	-4.73
33000	40.44	xtal-xtal	0.36	15.62	1.52	-18.66	-3.16	-4.69
33000	47.64	bio-bio	0.36	15.62	1.52	-18.66	-3.16	-4.69
33000	9.56	xtal-bio	0.36	15.62	1.52	-18.66	-3.16	-4.69
33000	2.36	bio-xtal	0.36	15.62	1.52	-18.66	-3.16	-4.69
33000	88.08	same	0.36	15.62	1.52	-18.66	-3.16	-4.69
33000	11.92	different	0.36	15.62	1.52	-18.66	-3.16	-4.69
34000	40.43	xtal-xtal	0.32	15.62	1.48	-18.66	-3.11	-4.64
34000	47.55	bio-bio	0.32	15.62	1.48	-18.66	-3.11	-4.64
34000	9.57	xtal-bio	0.32	15.62	1.48	-18.66	-3.11	-4.64
34000	2.45	bio-xtal	0.32	15.62	1.48	-18.66	-3.11	-4.64
34000	87.98	same	0.32	15.62	1.48	-18.66	-3.11	-4.64
34000	12.02	different	0.32	15.62	1.48	-18.66	-3.11	-4.64
35000	40.43	xtal-xtal	0.28	15.62	1.45	-18.66	-3.07	-4.60
35000	47.48	bio-bio	0.28	15.62	1.45	-18.66	-3.07	-4.60
35000	9.57	xtal-bio	0.28	15.62	1.45	-18.66	-3.07	-4.60
35000	2.52	bio-xtal	0.28	15.62	1.45	-18.66	-3.07	-4.60
35000	87.91	same	0.28	15.62	1.45	-18.66	-3.07	-4.60
35000	12.09	different	0.28	15.62	1.45	-18.66	-3.07	-4.60
36000	40.37	xtal-xtal	0.25	15.62	1.42	-18.66	-3.02	-4.55
36000	47.41	bio-bio	0.25	15.62	1.42	-18.66	-3.02	-4.55
36000	9.63	xtal-bio	0.25	15.62	1.42	-18.66	-3.02	-4.55
36000	2.59	bio-xtal	0.25	15.62	1.42	-18.66	-3.02	-4.55
36000	87.79	same	0.25	15.62	1.42	-18.66	-3.02	-4.55
36000	12.21	different	0.25	15.62	1.42	-18.66	-3.02	-4.55
37000	40.32	xtal-xtal	0.21	15.62	1.38	-18.66	-2.98	-4.51
37000	47.36	bio-bio	0.21	15.62	1.38	-18.66	-2.98	-4.51
37000	9.68	xtal-bio	0.21	15.62	1.38	-18.66	-2.98	-4.51
37000	2.64	bio-xtal	0.21	15.62	1.38	-18.66	-2.98	-4.51
37000	87.68	same	0.21	15.62	1.38	-18.66	-2.98	-4.51
37000	12.32	different	0.21	15.62	1.38	-18.66	-2.98	-4.51
38000	40.23	xtal-xtal	0.18	15.62	1.35	-18.66	-2.94	-4.47
38000	47.33	bio-bio	0.18	15.62	1.35	-18.66	-2.94	-4.47
38000	9.77	xtal-bio	0.18	15.62	1.35	-18.66	-2.94	-4.47
38000	2.67	bio-xtal	0.18	15.62	1.35	-18.66	-2.94	-4.47
38000	87.57	same	0.18	15.62	1.35	-18.66	-2.94	-4.47
38000	12.43	different	0.18	15.62	1.35	-18.66	-2.94	-4.47
39000	40.14	xtal-xtal	0.14	15.62	1.32	-18.66	-2.91	-4.43
39000	47.30	bio-bio	0.14	15.62	1.32	-18.66	-2.91	-4.43
39000	9.86	xtal-bio	0.14	15.62	1.32	-18.66	-2.91	-4.43
39000	2.70	bio-xtal	0.14	15.62	1.32	-18.66	-2.91	-4.43
39000	87.45	same	0.14	15.62	1.32	-18.66	-2.91	-4.43
39000	12.55	different	0.14	15.62	1.32	-18.66	-2.91	-4.43
40000	40.10	xtal-xtal	0.10	15.62	1.29	-18.66	-2.87	-4.39
40000	47.25	bio-bio	0.10	15.62	1.29	-18.66	-2.87	-4.39
40000	9.90	xtal-bio	0.10	15.62	1.29	-18.66	-2.87	-4.39
40000	2.75	bio-xtal	0.10	15.62	1.29	-18.66	-2.87	-4.39
40000	87.35	same	0.10	15.62	1.29	-18.66	-2.87	-4.39
40000	12.65	different	0.10	15.62	1.29	-18.66	-2.87	-4.39
41000	40.00	xtal-xtal	0.07	15.62	1.26	-18.66	-2.83	-4.35
41000	47.23	bio-bio	0.07	15.62	1.26	-18.66	-2.83	-4.35
41000	10.00	xtal-bio	0.07	15.62	1.26	-18.66	-2.83	-4.35
41000	2.77	bio-xtal	0.07	15.62	1.26	-18.66	-2.83	-4.35
41000	87.22	same	0.07	15.62	1.26	-18.66	-2.83	-4.35
41000	12.78	different	0.07	15.62	1.26	-18.66	-2.83	-4.35
42000	39.91	xtal-xtal	0.03	15.62	1.23	-18.66	-2.80	-4.32
42000	47.20	bio-bio	0.03	15.62	1.23	-18.66	-2.80	-4.32
42000	10.09	xtal-bio	0.03	15.62	1.23	-18.66	-2.80	-4.32
42000	2.80	bio-xtal	0.03	15.62	1.23	-18.66	-2.80	-4.32
42000	87.11	same	0.03	15.62	1.23	-18.66	-2.80	-4.32
42000	12.89	different	0.03	15.62	1.23	-18.66	-2.80	-4.32
43000	39.80	xtal-xtal	0.00	15.62	1.21	-18.66	-2.77	-4.28
43000	47.15	bio-bio	0.00	15.62	1.21	-18.66	-2.77	-4.28
43000	10.20	xtal-bio	0.00	15.62	1.21	-18.66	-2.77	-4.28
43000	2.85	bio-xtal	0.00	15.62	1.21	-18.66	-2.77	-4.28
43000	86.95	same	0.00	15.62	1.21	-18.66	-2.77	-4.28
43000	13.05	different	0.00	15.62	1.21	-18.66	-2.77	-4.28
44000	39.74	xtal-xtal	-0.03	15.62	1.18	-18.66	-2.73	-4.25
44000	47.11	bio-bio	-0.03	15.62	1.18	-18.66	-2.73	-4.25
44000	10.26	xtal-bio	-0.03	15.62	1.18	-18.66	-2.73	-4.25
44000	2.89	bio-xtal	-0.03	15.62	1.18	-18.66	-2.73	-4.25
44000	86.85	same	-0.03	15.62	1.18	-18.66	-2.73	-4.25
44000	13.15	different	-0.03	15.62	1.18	-18.66	-2.73	-4.25
45000	39.62	xtal-xtal	-0.06	15.62	1.15	-18.66	-2.70	-4.21
45000	47.07	bio-bio	-0.06	15.62	1.15	-18.66	-2.70	-4.21
45000	10.38	xtal-bio	-0.06	15.62	1.15	-18.66	-2.70	-4.21
45000	2.93	bio-xtal	-0.06	15.62	1.15	-18.66	-2.70	-4.21
45000	86.68	same	-0.06	15.62	1.15	-18.66	-2.70	-4.21
45000	13.32	different	-0.06	15.62	1.15	-18.66	-2.70	-4.21
46000	39.54	xtal-xtal	-0.09	15.62	1.12	-18.66	-2.68	-4.18
46000	47.03	bio-bio	-0.09	15.62	1.12	-18.66	-2.68	-4.18
46000	10.46	xtal-bio	-0.09	15.62	1.12	-18.66	-2.68	-4.18
46000	2.97	bio-xtal	-0.09	15.62	1.12	-18.66	-2.68	-4.18
46000	86.57	same	-0.09	15.62	1.12	-18.66	-2.68	-4.18
46000	13.43	different	-0.09	15.62	1.12	-18.66	-2.68	-4.18
47000	39.43	xtal-xtal	-0.13	15.62	1.10	-18.66	-2.64	-4.15
47000	47.00	bio-bio	-0.13	15.62	1.10	-18.66	-2.64	-4.15
47000	10.57	xtal-bio	-0.13	15.62	1.10	-18.66	-2.64	-4.15
47000	3.00	bio-xtal	-0.13	15.62	1.10	-18.66	-2.64	-4.15
47000	86.43	same	-0.13	15.62	1.10	-18.66	-2.64	-4.15
47000	13.57	different	-0.13	15.62	1.10	-18.66	-2.64	-4.15
48000	39.35	xtal-xtal	-0.16	15.62	1.07	-18.66	-2.62	-4.12
48000	46.96	bio-bio	-0.16	15.62	1.07	-18.66	-2.62	-4.12
48000	10.65	xtal-bio	-0.16	15.62	1.07	-18.66	-2.62	-4.12
48000	3.04	bio-xtal	-0.16	15.62	1.07	-18.66	-2.62	-4.12
48000	86.32	same	-0.16	15.62	1.07	-18.66	-2.62	-4.12
48000	13.68	different	-0.16	15.62	1.07	-18.66	-2.62	-4.12
49000	39.28	xtal-xtal	-0.19	15.62	1.05	-18.66	-2.59	-4.08
49000	46.95	bio-bio	-0.19	15.62	1.05	-18.66	-2.59	-4.08
49000	10.72	xtal-bio	-0.19	15.62	1.05	-18.66	-2.59	-4.08
49000	3.05	bio-xtal	-0.19	15.62	1.05	-18.66	-2.59	-4.08
49000	86.23	same	-0.19	15.62	1.05	-18.66	-2.59	-4.08
49000	13.77	different	-0.19	15.62	1.05	-18.66	-2.59	-4.08
50000	39.22	xtal-xtal	-0.23	15.62	1.02	-18.66	-2.56	-4.05
50000	46.90	bio-bio	-0.23	15.62	1.02	-18.66	-2.56	-4.05
50000	10.78	xtal-bio	-0.23	15.62	1.02	-18.66	-2.56	-4.05
50000	3.10	bio-xtal	-0.23	15.62	1.02	-18.66	-2.56	-4.05
50000	86.12	same	-0.23	15.62	1.02	-18.66	-2.56	-4.05
50000	13.88	different	-0.23	15.62	1.02	-18.66	-2.56	-4.05
51000	39.14	xtal-xtal	-0.26	15.62	1.00	-18.66	-2.53	-4.03
51000	46.85	bio-bio	-0.26	15.62	1.00	-18.66	-2.53	-4.03
51000	10.86	xtal-bio	-0.26	15.62	1.00	-18.66	-2.53	-4.03
51000	3.15	bio-xtal	-0.26	15.62	1.00	-18.66	-2.53	-4.03
51000	85.99	same	-0.26	15.62	1.00	-18.66	-2.53	-4.03
51000	14.01	different	-0.26	15.62	1.00	-18.66	-2.53	-4.03
52000	39.03	xtal-xtal	-0.29	15.62	0.97	-18.66	-2.50	-4.00
52000	46.80	bio-bio	-0.29	15.62	0.97	-18.66	-2.50	-4.00
52000	10.97	xtal-bio	-0.29	15.62	0.97	-18.66	-2.50	-4.00
52000	3.20	bio-xtal	-0.29	15.62	0.97	-18.66	-2.50	-4.00
52000	85.83	same	-0.29	15.62	0.97	-18.66	-2.50	-4.00
52000	14.17	different	-0.29	15.62	0.97	-18.66	-2.50	-4.00
53000	38.88	xtal-xtal	-0.33	15.62	0.95	-18.66	-2.47	-3.97
53000	46.75	bio-bio	-0.33	15.62	0.95	-18.66	-2.47	-3.97
53000	11.12	xtal-bio	-0.33	15.62	0.95	-18.66	-2.47	-3.97
53000	3.25	bio-xtal	-0.33	15.62	0.95	-18.66	-2.47	-3.97
53000	85.64	same	-0.33	15.62	0.95	-18.66	-2.47	-3.97
53000	14.36	different	-0.33	15.62	0.95	-18.66	-2.47	-3.97
54000	38.80	xtal-xtal	-0.36	15.62	0.92	-18.66	-2.44	-3.94
54000	46.69	bio-bio	-0.36	15.62	0.92	-18.66	-2.44	-3.94
54000	11.20	xtal-bio	-0.36	15.62	0.92	-18.66	-2.44	-3.94
54000	3.31	bio-xtal	-0.36	15.62	0.92	-18.66	-2.44	-3.94
54000	85.50	same	-0.36	15.62	0.92	-18.66	-2.44	-3.94
54000	14.50	different	-0.36	15.62	0.92	-18.66	-2.44	-3.94
55000	38.71	xtal-xtal	-0.39	15.62	0.90	-18.66	-2.41	-3.91
55000	46.64	bio-bio	-0.39	15.62	0.90	-18.66	-2.41	-3.91
55000	11.29	xtal-bio	-0.39	15.62	0.90	-18.66	-2.41	-3.91
55000	3.36	bio-xtal	-0.39	15.62	0.90	-18.66	-2.41	-3.91
55000	85.35	same	-0.39	15.62	0.90	-18.66	-2.41	-3.91
55000	14.65	different	-0.39	15.62	0.90	-18.66	-2.41	-3.91
56000	38.59	xtal-xtal	-0.42	15.62	0.88	-18.66	-2.39	-3.88
56000	46.60	bio-bio	-0.42	15.62	0.88	-18.66	-2.39	-3.88
56000	11.41	xtal-bio	-0.42	15.62	0.88	-18.66	-2.39	-3.88
56000	3.40	bio-xtal	-0.42	15.62	0.88	-18.66	-2.39	-3.88
56000	85.19	same	-0.42	15.62	0.88	-18.66	-2.39	-3.88
56000	14.81	different	-0.42	15.62	0.88	-18.66	-2.39	-3.88
57000	38.51	xtal-xtal	-0.46	15.62	0.85	-18.66	-2.36	-3.86
57000	46.54	bio-bio	-0.46	15.62	0.85	-18.66	-2.36	-3.86
57000	11.49	xtal-bio	-0.46	15.62	0.85	-18.66	-2.36	-3.86
57000	3.46	bio-xtal	-0.46	15.62	0.85	-18.66	-2.36	-3.86
57000	85.05	same	-0.46	15.62	0.85	-18.66	-2.36	-3.86
57000	14.95	different	-0.46	15.62	0.85	-18.66	-2.36	-3.86
58000	38.38	xtal-xtal	-0.49	15.62	0.83	-18.66	-2.33	-3.83
58000	46.47	bio-bio	-0.49	15.62	0.83	-18.66	-2.33	-3.83
58000	11.62	xtal-bio	-0.49	15.62	0.83	-18.66	-2.33	-3.83
58000	3.53	bio-xtal	-0.49	15.62	0.83	-18.66	-2.33	-3.83
58000	84.85	same	-0.49	15.62	0.83	-18.66	-2.33	-3.83
58000	15.15	different	-0.49	15.62	0.83	-18.66	-2.33	-3.83
59000	38.26	xtal-xtal	-0.52	15.62	0.81	-18.66	-2.31	-3.81
59000	46.43	bio-bio	-0.52	15.62	0.81	-18.66	-2.31	-3.81
59000	11.74	xtal-bio	-0.52	15.62	0.81	-18.66	-2.31	-3.81
